amount,transaction_hour,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,is_night,log_amount,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
36.04,2,0,0,72,1,48,0,1,3.6119984097779785,False,False,False,False
157.46,14,0,0,47,3,20,0,0,5.065502195537096,False,True,False,False
98.49,6,0,0,88,3,48,0,0,4.600057136601269,False,False,True,False
401.74,5,0,0,37,3,41,0,0,5.998291192450259,False,False,False,True
306.13,3,0,0,54,1,54,0,1,5.7272711107251055,True,False,False,False
75.29,18,0,1,98,5,39,0,0,4.334541868102138,False,False,True,False
54.06,4,0,0,44,3,50,0,1,4.008423499714461,False,False,True,False
85.96,2,0,0,30,1,62,0,1,4.465448242812954,False,True,False,False
160.62,8,0,0,43,2,32,0,0,5.085247900805301,False,False,False,True
56.17,5,0,0,91,3,55,0,0,4.04602928527588,False,True,False,False
176.14,12,0,0,98,4,59,0,0,5.176940380381437,False,False,True,False
94.79,21,0,1,34,0,31,0,0,4.5621582953948,True,False,False,False
144.55,19,0,0,80,3,65,0,0,4.980519670191632,False,False,False,False
103.13,3,0,1,45,0,32,0,1,4.645640118541804,False,True,False,False
62.78,1,0,0,80,4,46,0,1,4.155439661581911,False,False,True,False
533.75,3,0,0,81,2,43,0,1,6.281799347962515,False,False,False,False
259.61,7,0,0,26,4,39,0,0,5.563025036939939,False,False,False,False
27.17,12,0,0,63,1,21,0,0,3.338257581888281,False,False,True,False
365.13,9,0,0,85,3,50,0,0,5.902988461592716,False,False,False,True
120.3,17,0,0,69,3,22,0,0,4.798266815950004,False,False,True,False
404.92,8,0,0,52,0,45,0,0,6.006156095850971,True,False,False,False
289.57,0,0,1,42,1,66,0,1,5.671844511120261,False,False,False,False
99.68,12,0,0,38,2,52,0,0,4.611947170267115,True,False,False,False
4.09,17,0,0,79,1,59,0,0,1.6272778305624314,False,True,False,False
56.32,14,0,0,83,1,49,0,0,4.048649602959971,False,False,False,False
140.42,1,0,0,43,2,46,0,1,4.951734186176095,False,False,False,True
180.67,10,0,0,65,4,63,0,0,5.202191854450653,False,False,True,False
53.69,13,0,1,36,4,41,0,0,4.001680877358681,False,True,False,False
27.01,21,0,0,44,1,47,0,0,3.332561589272017,True,False,False,False
324.25,14,0,0,58,1,26,0,0,5.784594117392615,False,True,False,False
748.91,13,0,0,60,2,65,0,0,6.61995319932978,False,False,False,True
134.26,15,0,0,45,1,35,0,0,4.907198852146794,False,False,True,False
33.9,22,0,0,80,5,28,0,1,3.5524868292083815,False,True,False,False
57.22,14,0,0,65,4,39,0,0,4.064228938317477,True,False,False,False
3.34,18,0,0,65,5,54,0,0,1.4678743481123135,False,True,False,False
442.24,8,0,0,67,2,40,0,0,6.094111384068125,False,False,True,False
22.55,4,0,0,96,3,46,0,1,3.159125820462427,False,True,False,False
154.66,4,0,1,62,2,30,0,1,5.0476741415312425,True,False,False,False
57.65,10,0,0,42,2,49,0,0,4.0715875750994845,False,False,True,False
145.41,19,0,0,32,3,61,0,0,4.986410905205391,False,False,False,True
189.7,23,0,0,90,1,27,0,1,5.250701512606374,False,False,False,True
318.68,3,0,0,44,2,60,0,1,5.767320495460189,False,False,False,False
41.62,19,0,0,93,2,65,0,0,3.752323626670471,False,True,False,False
1.99,17,0,0,81,0,23,0,0,1.095273387402595,True,False,False,False
26.5,2,0,0,42,1,38,0,1,3.3141860046725258,False,True,False,False
414.5,3,0,0,84,1,52,0,1,6.029482614295503,False,False,True,False
372.71,13,0,0,26,1,20,0,0,5.923480095566111,False,False,False,False
163.77,6,1,0,66,2,38,0,0,5.10455056206934,True,False,False,False
165.17,7,0,0,88,4,37,0,0,5.113011360713122,False,True,False,False
196.87,23,0,0,68,1,67,0,1,5.287610249404349,True,False,False,False
34.71,15,0,0,75,1,60,0,0,3.575430761606357,False,False,True,False
442.48,19,0,0,89,1,51,0,0,6.094652704904151,False,False,False,False
97.67,14,1,0,89,0,20,0,0,4.591780948869076,True,False,False,False
86.96,6,0,0,78,0,62,0,0,4.47688216568656,False,False,True,False
131.71,16,0,0,63,2,62,0,0,4.888166296449158,False,False,False,True
8.66,21,0,0,32,1,57,0,0,2.2679936482244267,True,False,False,False
32.74,21,0,0,91,3,54,0,0,3.5186840771178223,False,False,False,False
241.12,21,0,0,73,1,22,0,0,5.489433471023487,True,False,False,False
15.56,11,0,0,60,4,67,0,0,2.8069901489571136,True,False,False,False
166.36,17,0,0,31,1,28,0,0,5.120147180876558,False,False,True,False
50.67,23,0,0,39,1,65,0,1,3.9448773422990935,False,True,False,False
88.77,13,0,0,49,2,34,0,0,4.497250843768597,False,True,False,False
61.32,14,0,0,81,0,21,0,0,4.132282401562493,True,False,False,False
79.12,14,0,0,62,3,25,0,0,4.383525510797617,False,False,False,False
228.52,4,0,0,61,1,58,0,1,5.43599017167311,False,False,False,False
63.46,15,0,0,40,2,64,0,0,4.166044876387292,False,False,True,False
150.42,4,0,0,25,1,39,0,1,5.02005743267516,True,False,False,False
116.34,1,0,0,71,5,49,0,1,4.765075703497714,True,False,False,False
196.14,19,0,0,76,3,44,0,0,5.283914136237293,False,True,False,False
497.15,8,0,0,61,1,23,0,0,6.210901236490865,False,False,True,False
237.4,21,0,0,69,2,48,0,0,5.473949935191195,False,False,False,True
43.56,8,0,0,38,1,21,0,0,3.7968365956190286,False,False,False,False
5.7,3,0,0,81,4,64,0,1,1.9021075263969205,False,False,False,False
54.75,14,0,1,58,2,56,0,0,4.020877410340228,True,False,False,False
162.73,10,0,0,90,0,47,0,0,5.098218729651401,False,False,True,False
9.5,0,0,0,55,5,60,0,1,2.3513752571634776,False,False,False,True
123.46,17,0,1,68,0,50,0,0,4.823984379141072,False,False,False,False
163.52,0,0,0,47,2,48,0,1,5.103032143362223,False,False,True,False
73.23,7,0,0,90,0,45,0,0,4.307168381129456,False,False,False,True
265.26,15,0,0,35,4,42,0,0,5.584473275003771,True,False,False,False
20.29,21,0,0,73,4,66,0,0,3.058237478905388,False,True,False,False
14.06,17,0,0,82,3,34,0,0,2.7120422223717475,False,False,False,False
234.48,21,0,0,53,2,48,0,0,5.461625984160061,False,False,False,False
123.15,8,0,0,75,1,67,0,0,4.821490511954176,False,False,False,True
209.89,11,0,0,25,1,53,0,0,5.351336670523673,False,True,False,False
102.71,18,0,0,29,1,63,0,0,4.641598542601643,False,False,True,False
50.92,17,0,0,58,4,60,0,0,3.9497040723958348,True,False,False,False
307.77,4,0,0,43,3,34,0,1,5.732596663172162,False,False,True,False
289.17,1,0,0,64,5,27,0,1,5.670466958124927,False,False,False,True
213.56,6,0,0,90,1,68,0,0,5.368589419533368,False,False,False,False
57.18,9,0,1,88,3,65,0,0,4.063541653067055,False,False,False,False
160.59,14,0,0,96,0,39,0,0,5.085062262984157,False,False,True,False
80.61,6,0,0,41,3,48,0,0,4.401951803481151,True,False,False,False
17.29,4,0,0,62,2,47,0,1,2.906354462402774,False,False,False,True
448.69,14,0,0,67,1,68,0,0,6.108558456482495,True,False,False,False
26.48,19,0,0,64,2,37,0,0,3.3134584673541485,False,False,False,True
540.09,19,0,0,69,2,31,0,0,6.293585623605619,True,False,False,False
106.31,14,0,0,64,2,32,0,0,4.675721841939036,False,False,True,False
36.85,9,0,0,95,1,60,0,0,3.6336309798834576,False,True,False,False
140.52,23,1,0,54,0,36,0,1,4.95244104985153,False,False,False,True
371.37,13,0,0,59,2,57,0,0,5.919887983618693,False,False,True,False
237.17,9,0,0,90,0,48,0,0,5.472984704405132,False,False,False,False
295.7,16,0,0,68,0,54,0,0,5.692721527296776,False,False,False,False
193.54,20,0,0,28,2,40,0,0,5.270637797441294,True,False,False,False
212.14,13,0,0,88,1,61,0,0,5.36194922679281,False,False,False,False
340.52,1,1,0,29,1,31,1,1,5.833406242449707,False,True,False,False
51.7,15,1,1,72,1,39,0,0,3.9646154555473165,False,False,False,True
121.0,12,0,0,90,2,47,0,0,4.804021044733257,True,False,False,False
45.0,8,0,0,51,1,65,0,0,3.828641396489095,False,False,False,True
791.2,6,0,1,48,4,25,0,0,6.674813885187817,False,False,False,True
519.02,15,0,0,80,3,61,0,0,6.2538672723743085,False,False,True,False
7.24,9,0,0,69,2,48,0,0,2.1090003439213802,False,False,False,False
220.09,23,1,0,92,4,33,0,1,5.398569858437128,False,False,False,True
466.85,21,0,0,52,3,56,0,0,6.148147731721922,False,True,False,False
35.85,8,1,0,29,0,41,0,0,3.6068556186353455,False,True,False,False
151.06,21,0,0,71,2,38,0,0,5.0242751798002905,False,False,False,False
444.76,22,0,0,29,1,25,0,1,6.099780690591441,False,False,False,False
6.22,6,1,0,29,3,35,0,0,1.9768549529047348,True,False,False,False
215.17,15,0,0,72,2,55,0,0,5.376065135169961,True,False,False,False
63.52,8,0,1,97,2,23,0,0,4.166975253257008,True,False,False,False
464.8,23,0,0,71,2,31,0,1,6.143756357450241,False,False,False,False
637.64,16,0,0,86,0,47,0,0,6.459340915337544,False,False,False,True
519.69,19,0,0,51,1,31,0,0,6.255154855067978,False,False,True,False
115.72,6,0,0,28,1,24,0,0,4.7597779042145305,True,False,False,False
356.55,10,0,0,73,3,21,0,0,5.879275212494405,False,False,True,False
335.06,7,0,0,89,0,36,0,0,5.817289715449796,False,True,False,False
69.18,6,0,1,85,1,42,0,0,4.2510633701550695,False,False,False,False
317.81,18,0,0,44,4,42,0,0,5.7645953140527135,False,True,False,False
6.79,19,0,0,32,1,36,0,0,2.052840859882657,True,False,False,False
163.26,11,0,0,37,2,47,0,0,5.101450538312046,False,False,False,True
47.05,6,0,0,97,3,60,0,0,3.8722421354163012,True,False,False,False
23.13,7,0,0,61,5,47,0,0,3.1834558796369405,False,False,True,False
14.41,6,0,0,67,0,32,0,0,2.7350166493320245,True,False,False,False
214.5,5,0,0,80,2,65,0,0,5.372960909543803,False,False,False,True
74.76,8,0,0,74,1,46,0,0,4.327570448877823,False,False,False,True
232.22,12,0,1,44,1,52,0,0,5.451982214092187,False,False,False,False
12.17,6,0,0,72,0,50,0,0,2.5779415157551897,False,False,False,False
68.18,7,0,0,43,1,56,0,0,4.2367118035090225,False,False,False,True
139.58,21,1,0,93,1,57,0,0,4.94577672174776,False,False,False,True
281.54,16,1,0,41,2,40,0,0,5.643820133483518,False,False,True,False
69.09,16,0,0,52,2,40,0,0,4.249780130512233,True,False,False,False
176.98,15,0,0,60,1,60,0,0,5.181671184428716,False,False,False,False
390.85,21,1,0,62,0,54,0,0,5.9708791134988735,False,False,True,False
172.22,1,0,0,94,1,59,0,1,5.1545624629028985,True,False,False,False
47.74,7,0,0,50,1,69,0,0,3.8865000481970604,False,False,False,False
4.45,16,0,0,25,3,47,0,0,1.6956156086751528,False,False,True,False
367.38,12,1,0,26,3,33,0,0,5.909115014090957,False,True,False,False
3.87,17,0,0,60,1,50,0,0,1.5830939370944985,False,True,False,False
373.87,23,0,0,80,4,44,0,1,5.926579299200965,False,False,False,False
135.5,21,0,0,59,1,27,0,0,4.916324614625014,False,False,True,False
503.64,9,1,0,51,1,37,0,0,6.223845303774674,True,False,False,False
288.61,1,0,0,91,1,21,0,1,5.6685351903021415,True,False,False,False
1112.79,1,0,0,80,1,37,0,1,7.015523892842683,False,False,True,False
77.74,13,0,0,70,1,32,0,0,4.366151285515591,False,True,False,False
262.35,15,0,0,44,0,55,0,0,5.573483945929398,False,False,True,False
92.53,6,0,0,32,1,32,0,0,4.53828224044646,False,True,False,False
117.66,20,0,0,96,1,64,0,0,4.776262260830497,False,True,False,False
177.76,20,0,0,50,3,34,0,0,5.18604412406525,True,False,False,False
372.4,23,0,0,98,2,37,0,1,5.922650231107622,False,False,False,False
745.27,11,0,0,86,3,66,0,0,6.615087465017697,False,False,False,True
263.2,22,0,0,57,5,34,0,1,5.576706392088225,False,False,True,False
97.36,13,0,1,85,5,29,0,0,4.588634217347992,False,True,False,False
98.47,3,0,1,44,2,28,0,1,4.599856091164322,False,False,True,False
240.81,3,0,0,92,3,47,0,1,5.488152293818506,False,False,False,False
49.11,17,0,0,53,1,43,0,0,3.914220588971633,False,False,False,False
21.07,2,0,0,70,1,65,0,1,3.094219220268645,False,False,False,True
78.83,0,0,0,61,2,42,0,1,4.379899373657707,False,False,False,True
60.95,16,0,0,77,4,62,0,0,4.126327608075152,False,True,False,False
63.25,6,0,1,29,1,34,0,0,4.162781723775329,False,False,False,True
47.89,15,0,0,90,3,58,0,0,3.889572876590554,False,True,False,False
7.74,4,1,0,39,1,18,0,1,2.167910189667444,True,False,False,False
3.25,18,0,0,70,2,67,0,0,1.4469189829363254,False,True,False,False
792.0,6,0,0,81,1,43,0,0,6.675823221634848,False,False,False,True
100.48,13,0,1,32,2,20,0,0,4.6198617347310815,False,False,True,False
87.31,1,0,0,61,3,60,0,1,4.480853351480711,False,False,False,True
204.9,2,0,0,81,0,28,0,1,5.327390614033744,False,False,False,False
44.32,16,0,0,38,1,64,0,0,3.8137484361598055,False,False,False,True
539.09,15,0,0,29,2,45,0,0,6.291735792337641,True,False,False,False
277.81,7,0,0,97,0,45,0,0,5.630530546248866,False,True,False,False
16.86,17,0,0,67,1,47,0,0,2.882563575448353,False,False,False,False
97.3,14,0,0,73,2,52,0,0,4.5880240271531205,False,True,False,False
380.33,6,0,1,68,2,24,0,0,5.943665141974687,False,True,False,False
521.2,8,0,0,80,3,50,0,0,6.258050656265029,False,False,False,True
113.4,5,0,0,72,4,65,0,0,4.739701078945697,False,False,True,False
171.07,17,0,0,54,2,44,0,0,5.147901370765066,False,False,False,False
32.9,17,0,0,57,2,46,0,0,3.5234150143864045,True,False,False,False
851.3,23,0,0,61,0,44,0,1,6.747938577528252,True,False,False,False
47.44,13,0,0,74,0,59,0,0,3.8803259186848913,False,False,True,False
514.8,13,1,0,31,0,48,0,0,6.245719093447244,False,False,True,False
188.79,13,0,0,91,1,64,0,0,5.2459181977488285,False,False,False,True
168.45,3,0,0,67,0,22,0,1,5.132557898053061,True,False,False,False
129.39,3,0,0,64,0,51,0,1,4.87052995943538,False,False,False,False
47.2,14,0,0,56,5,54,0,0,3.8753590210565547,False,False,True,False
34.96,14,0,0,79,1,38,0,0,3.5824072096034194,False,False,True,False
44.84,17,0,0,33,4,43,0,0,3.8251570724064843,False,False,True,False
37.14,13,0,0,33,1,60,0,0,3.641263600172273,False,False,False,False
272.2,0,0,0,88,1,22,0,1,5.610204127696635,True,False,False,False
77.58,9,0,0,69,2,50,0,0,4.364117214130314,False,False,False,False
10.72,19,0,0,85,2,59,0,0,2.4612967841488667,False,False,False,False
625.88,9,0,0,94,3,19,0,0,6.440755134756176,False,False,False,True
387.42,9,0,0,62,1,40,0,0,5.962087228397305,False,False,True,False
472.98,23,1,1,99,0,68,0,1,6.161165126712054,True,False,False,False
950.41,1,0,1,70,2,60,1,1,6.857945094769094,False,False,False,True
34.39,7,0,0,94,2,46,0,0,3.566429294357372,False,False,False,True
90.82,0,0,0,88,4,35,0,1,4.519830138821076,False,True,False,False
255.56,0,0,0,59,1,52,0,1,5.5473625553848995,False,False,True,False
214.34,3,0,0,36,2,27,0,1,5.372218174387571,True,False,False,False
30.08,6,0,0,72,1,56,0,0,3.436564525499447,True,False,False,False
304.54,8,0,0,87,1,50,0,0,5.722080702937577,True,False,False,False
45.75,15,0,0,69,4,49,0,0,3.844814255734696,False,False,True,False
45.61,4,0,0,30,3,59,0,1,3.8418151103846494,True,False,False,False
138.6,1,0,1,69,0,54,0,1,4.938781190328272,False,False,False,False
161.78,22,0,0,56,1,40,0,1,5.092399595898895,False,False,False,False
156.19,10,0,0,92,1,18,0,0,5.057455264740146,False,False,True,False
17.27,17,0,0,27,0,34,0,0,2.9052603703899154,True,False,False,False
377.88,18,0,0,26,1,63,0,0,5.937219532255586,False,True,False,False
55.57,12,1,0,44,1,53,0,0,4.035478809355064,False,True,False,False
24.97,23,0,0,63,0,44,0,1,3.256942025674657,False,True,False,False
395.27,10,0,0,36,3,65,0,0,5.982095797103882,False,False,False,False
560.82,19,0,0,85,3,56,0,0,6.331181513894084,False,True,False,False
356.66,18,0,0,60,3,18,0,0,5.87958281445989,True,False,False,False
298.47,16,0,0,33,3,55,0,0,5.702014245593553,True,False,False,False
191.68,4,0,0,68,3,31,0,1,5.26103078176202,False,True,False,False
144.07,12,1,0,99,3,21,0,0,4.977216384550811,False,False,False,True
16.38,19,0,0,77,1,49,0,0,2.8553201198372458,False,True,False,False
94.5,0,0,0,54,4,38,0,1,4.5591262474866845,False,False,False,True
83.94,9,0,0,90,0,64,0,0,4.441945124885125,False,False,True,False
54.14,7,0,0,62,1,60,0,0,4.0098754055956505,False,False,True,False
231.35,23,0,0,62,2,67,0,1,5.448244855530987,True,False,False,False
123.29,7,1,0,57,0,19,0,0,4.82261754475742,False,False,False,False
15.21,18,0,0,95,4,42,0,0,2.785628335747585,True,False,False,False
44.77,5,0,0,79,2,55,0,0,3.8236288546655506,True,False,False,False
206.94,11,0,0,47,5,65,0,0,5.337249576549824,False,False,False,False
14.25,6,1,0,94,1,31,0,0,2.7245795030534206,True,False,False,False
342.94,15,0,0,38,2,30,0,0,5.840467223556053,False,False,False,False
123.03,8,1,0,73,3,61,0,0,4.820523471827238,True,False,False,False
117.91,20,0,1,69,5,36,0,0,4.778366904449488,False,False,True,False
161.55,21,0,0,51,1,29,0,0,5.090985646749915,False,False,False,True
313.41,9,0,0,99,1,48,0,0,5.750697866665008,True,False,False,False
76.94,9,0,1,91,0,51,0,0,4.355939299910563,False,False,False,True
203.99,9,0,0,73,1,58,0,0,5.322961197460796,False,True,False,False
150.14,19,0,0,26,1,40,0,0,5.018206559592573,True,False,False,False
55.92,15,0,0,84,4,26,0,0,4.041646773221651,False,False,True,False
379.6,0,1,0,90,1,33,0,1,5.9417489548620495,False,False,False,False
287.4,16,0,0,83,2,41,0,0,5.664348405410794,False,False,True,False
193.37,20,1,0,84,1,25,0,0,5.269763559129975,False,False,False,True
342.18,13,0,0,46,5,54,0,0,5.838255090857475,False,False,False,False
363.53,18,0,0,70,2,48,0,0,5.89860885258863,False,False,True,False
221.8,20,1,0,77,4,49,0,0,5.406274508053129,False,False,True,False
326.54,20,0,0,43,4,59,0,0,5.791610185021721,False,False,True,False
215.2,16,0,0,73,3,40,0,0,5.376203905205108,False,False,False,False
205.18,13,0,1,41,2,55,0,0,5.328749573668238,False,False,True,False
173.51,7,0,0,51,2,53,0,0,5.16198204659078,False,False,True,False
251.5,20,0,0,43,2,49,0,0,5.531411248715415,False,False,False,True
31.08,20,0,1,54,3,40,0,0,3.4682327829983137,False,False,True,False
382.96,8,0,0,70,4,40,0,0,5.9505383804953365,False,False,True,False
369.81,7,0,0,88,2,50,0,0,5.91568980204434,False,True,False,False
5.34,12,0,0,56,3,58,0,0,1.8468787684491346,False,False,False,False
314.58,16,0,0,77,2,43,0,0,5.754412215607523,False,True,False,False
24.83,18,0,1,47,0,57,0,0,3.251536607107749,False,False,False,True
73.47,6,0,0,60,3,20,0,0,4.310396359722554,False,True,False,False
244.92,16,0,0,34,3,18,0,0,5.505006279790286,True,False,False,False
31.55,0,0,0,83,9,30,0,1,3.482777368654578,False,False,False,False
306.64,4,0,0,53,2,44,0,1,5.728930268188853,False,False,True,False
321.23,5,0,0,35,0,67,0,0,5.775265576278065,False,True,False,False
127.48,1,0,0,62,2,44,0,1,4.855773250198451,False,True,False,False
1.15,15,0,0,56,3,61,0,0,0.7654678421395714,False,False,True,False
60.9,21,0,0,76,6,39,0,0,4.12552017969055,False,False,True,False
172.72,4,0,0,25,1,28,0,1,5.1574448076666215,False,False,False,True
715.17,4,0,0,38,3,32,0,1,6.573917568946162,False,True,False,False
179.85,11,0,0,27,1,47,0,0,5.197667958398107,False,True,False,False
54.15,2,0,0,54,3,35,0,1,4.0100567456995115,True,False,False,False
180.92,15,1,0,55,0,61,0,0,5.203567030002226,True,False,False,False
139.77,5,0,0,25,4,41,0,0,4.947127352839874,False,True,False,False
272.42,14,0,0,70,4,49,0,0,5.611009074503846,True,False,False,False
20.37,14,0,0,38,1,39,0,0,3.0619880693310564,False,True,False,False
257.65,15,0,0,60,1,22,0,0,5.555475796449524,False,False,False,False
140.27,19,0,0,70,4,22,0,0,4.950672952923573,False,False,False,True
593.39,12,0,0,79,1,39,0,0,6.3875356695742775,True,False,False,False
75.3,11,0,0,60,5,65,0,0,4.334672938290411,False,True,False,False
180.25,9,0,0,67,3,66,0,0,5.199877293734784,True,False,False,False
483.96,13,0,0,67,4,68,0,0,6.184066413309493,False,False,False,True
19.47,1,0,0,39,1,56,0,1,3.018960399673198,False,False,False,False
498.29,2,0,0,62,1,39,0,1,6.213187089266745,False,False,True,False
209.59,8,0,0,68,2,24,0,0,5.349913115191687,False,False,True,False
12.64,10,0,0,79,0,67,0,0,2.613006652415316,True,False,False,False
64.45,10,0,0,79,2,38,0,0,4.181286492355909,False,True,False,False
221.69,21,0,0,82,2,52,0,0,5.405780669797565,False,False,False,True
12.55,9,0,0,81,4,27,0,0,2.60638654732571,False,False,False,False
157.08,13,0,0,80,0,67,0,0,5.063101233999558,False,False,False,False
76.4,8,0,0,26,6,29,0,0,4.3489867805956814,False,False,False,False
174.6,19,1,0,58,4,54,0,0,5.168208681201016,False,False,True,False
8.43,20,0,0,73,3,40,0,0,2.2438960966453663,False,False,False,True
369.38,9,0,0,88,1,55,0,0,5.914529505633859,False,False,True,False
653.43,21,1,0,32,3,30,0,0,6.4837646277585375,True,False,False,False
624.57,8,0,0,93,1,20,0,0,6.438663234117079,False,False,False,False
249.28,4,0,0,82,1,23,0,1,5.522580291130163,False,False,False,True
25.09,7,0,0,67,4,47,0,0,3.261552099148637,False,False,False,False
255.58,10,0,0,86,0,58,0,0,5.547440506821195,False,False,True,False
4.48,0,1,0,76,1,20,0,1,1.7011051009599243,False,False,True,False
4.03,20,0,0,57,0,19,0,0,1.6154199841116479,False,False,True,False
70.38,9,0,0,44,1,47,0,0,4.268017718062014,False,False,False,False
120.72,0,0,0,83,4,45,0,1,4.80172332502877,False,False,False,True
264.86,21,0,0,84,3,66,0,0,5.582969854439453,False,False,False,True
206.96,6,0,0,87,1,66,0,0,5.337345753515515,True,False,False,False
106.27,13,0,0,80,0,60,0,0,4.675349020609338,False,False,False,False
57.54,4,0,0,61,0,57,0,1,4.06971028126374,True,False,False,False
1053.28,16,0,0,84,0,51,0,0,6.960613348470316,True,False,False,False
99.98,21,0,0,75,1,48,0,0,4.6149224774307696,True,False,False,False
108.07,20,0,0,53,1,34,0,0,4.691989877940651,True,False,False,False
32.16,5,0,0,33,3,26,0,0,3.501344330267094,False,False,True,False
285.09,15,0,1,64,2,37,0,0,5.656306446631499,True,False,False,False
212.96,10,0,0,92,1,30,0,0,5.365789081663049,False,False,False,True
44.9,9,0,0,67,1,44,0,0,3.8264651170664994,True,False,False,False
15.48,14,0,0,47,3,53,0,0,2.8021475244813256,False,False,True,False
205.38,6,0,0,32,2,21,0,0,5.329719129687568,False,True,False,False
191.3,22,0,0,98,1,44,0,1,5.259056652594734,False,True,False,False
57.45,1,0,0,88,1,25,0,1,4.068171687918078,False,True,False,False
542.37,11,0,0,47,1,26,0,0,6.297790487518288,False,False,False,False
29.48,18,0,0,80,4,38,0,0,3.4170707308184456,False,False,False,True
101.92,11,0,0,38,2,52,0,0,4.6339519874135435,False,False,True,False
517.6,15,0,0,41,4,45,0,0,6.251132873104564,False,True,False,False
97.97,5,0,1,44,3,44,0,0,4.5948167739086,False,False,True,False
183.16,2,0,0,36,2,24,0,1,5.215804944973573,False,False,True,False
91.23,1,1,0,97,2,67,0,1,4.524285457247627,False,False,False,False
57.69,19,0,0,96,1,62,0,0,4.072269354570243,False,True,False,False
744.08,4,0,0,65,0,51,0,1,6.613491595164802,True,False,False,False
94.77,10,1,0,56,1,31,0,0,4.561949483533528,False,False,True,False
404.15,2,0,0,61,6,46,0,1,6.0042573689067344,False,True,False,False
47.04,2,0,0,42,3,63,0,1,3.872033997211783,False,False,True,False
43.14,21,0,0,53,1,46,0,0,3.7873664008285903,False,False,False,False
5.69,4,0,0,31,2,38,0,1,1.900613874140137,False,False,False,False
189.83,21,0,0,64,2,66,0,0,5.251382979358823,True,False,False,False
82.75,22,0,0,30,1,19,0,1,4.427836170705175,False,False,False,False
359.59,10,0,0,44,2,68,0,0,5.887741578826176,False,True,False,False
115.37,2,0,0,79,1,27,0,1,4.756774770119986,False,False,False,False
620.65,12,0,0,80,2,41,0,0,6.432377233398946,True,False,False,False
36.94,20,0,1,97,2,44,0,0,3.636005964506868,False,False,False,True
365.34,7,0,0,77,1,68,0,0,5.903561863932071,False,False,True,False
269.78,19,0,1,97,1,68,0,0,5.601306683066965,False,False,True,False
265.26,9,0,0,96,0,49,0,0,5.584473275003771,False,True,False,False
335.33,1,0,0,57,1,62,0,1,5.818092820833612,True,False,False,False
257.65,3,0,0,46,2,40,0,1,5.555475796449524,True,False,False,False
177.14,17,0,0,74,5,65,0,0,5.182569758003724,True,False,False,False
25.32,18,0,0,51,0,69,0,0,3.2703291064571163,False,False,True,False
5.95,3,0,0,72,2,61,0,1,1.9387416595767009,False,False,False,False
456.55,19,0,0,90,2,53,0,0,6.125886168361387,False,False,True,False
172.59,8,0,0,37,4,38,0,0,5.156696196880458,False,False,True,False
286.61,15,0,1,26,1,39,0,0,5.661605395757015,False,False,True,False
118.23,5,0,0,70,3,40,0,0,4.78105440081804,False,False,False,False
22.46,3,0,0,95,2,29,0,1,3.1552968432253294,False,False,False,True
24.07,8,0,0,35,2,30,0,0,3.221671912170202,False,True,False,False
208.26,12,1,0,50,4,51,0,0,5.343577497952901,False,False,False,True
101.28,8,0,1,87,1,42,0,0,4.627714150422986,False,False,False,True
40.28,5,0,0,73,2,19,0,0,3.720378121173307,False,False,True,False
121.77,20,1,0,87,5,58,0,0,4.8103126861927485,False,False,False,True
11.95,18,0,0,45,0,38,0,0,2.5610957881455465,False,False,True,False
157.0,13,0,0,73,2,48,0,0,5.062595033026967,False,False,True,False
56.4,20,0,0,33,3,35,0,0,4.050044303325521,False,True,False,False
287.52,14,0,1,45,0,33,0,0,5.664764407635472,True,False,False,False
66.89,2,0,0,77,1,31,0,1,4.217888748313555,False,False,True,False
109.33,4,0,1,79,1,50,0,1,4.703475874772215,False,False,False,True
2.1,20,0,0,65,2,63,0,0,1.1314021114911006,False,True,False,False
13.54,17,1,0,30,0,24,0,0,2.6769034721053733,False,False,False,True
89.71,13,1,0,25,1,55,0,0,4.507667604626853,True,False,False,False
117.69,15,0,0,88,1,37,0,0,4.776515052068413,False,False,False,False
164.94,13,0,0,29,6,21,0,0,5.111626277236139,True,False,False,False
62.07,8,0,0,50,4,28,0,0,4.14424522067556,False,True,False,False
213.73,14,0,0,25,6,23,0,0,5.369381424979041,True,False,False,False
354.06,6,0,0,25,3,56,0,0,5.872286789278651,True,False,False,False
272.42,13,0,0,62,3,67,0,0,5.611009074503846,False,True,False,False
7.28,5,0,0,65,1,24,0,0,2.1138429683971687,False,True,False,False
117.88,20,1,0,52,6,62,0,0,4.778114580969449,False,False,False,True
19.95,14,0,0,29,0,47,0,0,3.0421386463681466,False,False,True,False
49.88,19,0,0,45,2,59,0,0,3.9294699190318667,False,False,False,False
777.09,7,0,0,87,5,40,0,0,6.656842198721767,False,False,False,False
27.67,1,0,0,36,1,45,0,1,3.3558512798952784,False,False,False,False
124.37,7,0,0,30,3,55,0,0,4.831269365127934,True,False,False,False
173.29,0,0,0,53,4,52,0,1,5.16072057853359,False,True,False,False
218.2,16,1,0,85,2,18,0,0,5.389984555073861,False,True,False,False
147.63,18,0,0,59,4,41,0,0,5.001459996160803,False,True,False,False
1.77,4,1,0,99,3,65,0,1,1.0188473201992472,False,False,True,False
71.14,21,0,0,76,2,45,0,0,4.278608675475393,False,True,False,False
